"DISPLAY_BRAND_NAME","CUSTOMER_TYPE_DESCRIPTION","Count","Date"
"HUMIRA","Admin Asst",3,2017-12-01
"HUMIRA","Medical Assistant",5,2017-12-01
"HUMIRA","Nurse",4,2017-12-01
"HUMIRA","Nurse Practitioner",13,2017-12-01
"HUMIRA","Office Manager",2,2017-12-01
"HUMIRA","Other",2,2017-12-01
"HUMIRA","Physician",16,2017-12-01
"HUMIRA","Physician Assistant",15,2017-12-01
"LUPRON DEPOT","Physician",2,2017-12-01
"MAVYRET","Medical Assistant",1,2017-12-01
"MAVYRET","Nurse",1,2017-12-01
"MAVYRET","Nurse Practitioner",6,2017-12-01
"MAVYRET","Physician",11,2017-12-01
"MAVYRET","Physician Assistant",3,2017-12-01
"CREON","Nurse Practitioner",8,2018-12-01
"CREON","Physician",14,2018-12-01
"CREON","Physician Assistant",7,2018-12-01
"ELAGOLIX","Nurse Practitioner",1,2018-12-01
"ELAGOLIX","Physician",7,2018-12-01
"HUMIRA","Corporate Parent",2,2018-12-01
"HUMIRA","Executive",1,2018-12-01
"HUMIRA","Group Practice",2,2018-12-01
"HUMIRA","Hospital",2,2018-12-01
"HUMIRA","Medical Assistant",2,2018-12-01
"HUMIRA","Nurse",1,2018-12-01
"HUMIRA","Nurse Practitioner",16,2018-12-01
"HUMIRA","Pharmacist",3,2018-12-01
"HUMIRA","Physician",18,2018-12-01
"HUMIRA","Physician Assistant",16,2018-12-01
"Lupron Depot","Physician",2,2018-12-01
"LUPRON DEPOT","Hospital",7,2018-12-01
"LUPRON DEPOT","Medical Assistant",1,2018-12-01
"LUPRON DEPOT","Nurse",3,2018-12-01
"LUPRON DEPOT","Physician",6,2018-12-01
"LUPRON DEPOT","Physician Assistant",1,2018-12-01
"MAVYRET","Medical Assistant",2,2018-12-01
"MAVYRET","Nurse",1,2018-12-01
"MAVYRET","Nurse Practitioner",5,2018-12-01
"MAVYRET","Office Manager",1,2018-12-01
"MAVYRET","Other",1,2018-12-01
"MAVYRET","Physician",14,2018-12-01
"MAVYRET","Physician Assistant",5,2018-12-01
